#time,accel_x,accel_y,accel_z
3938.214828,-10066.800811,-1184.329507,-383.047749
3938.215158,-9400.615463,-1036.288319,-1149.143247
3938.215488,-8586.388927,-1998.556043,459.657299
3938.215818,-8586.388927,-1850.514855,2374.896044
3938.216148,-8882.471304,-1480.411884,3524.039291
3938.216478,-9400.615463,-814.226536,3294.210641
3938.216808,-9474.636058,-518.144159,1915.238745
3938.217138,-10288.862594,0.000000,1225.752797
3938.217468,-11695.253884,740.205942,2068.457845
3938.217798,-11103.089130,592.164754,1991.848295
3938.218128,-9104.533087,518.144159,1455.581446
3938.218458,-8956.491898,444.123565,842.705048
3938.218788,-9696.697840,444.123565,229.828649
3938.219118,-10362.883188,592.164754,-459.657299
3938.219448,-9178.553681,518.144159,-1991.848295
3938.219778,-9104.533087,296.082377,-919.314598
3938.220108,-9622.677246,592.164754,536.266849
3938.220439,-10436.903782,370.102971,2068.457845
3938.220769,-10510.924376,222.061783,1838.629195
3938.221099,-9992.780217,148.041188,1072.533697
3938.221429,-10140.821405,370.102971,842.705048
3938.221759,-10214.842000,518.144159,995.924147
3938.222089,-9844.739029,444.123565,1378.971896
3938.222419,-9548.656652,888.247130,1608.800546
3938.222749,-10288.862594,888.247130,1838.629195
3938.223079,-10140.821405,296.082377,1685.410096
3938.223409,-9326.594869,0.000000,612.876398
3938.223739,-8882.471304,444.123565,459.657299
3938.224069,-9474.636058,444.123565,0.000000
3938.224399,-9992.780217,444.123565,76.609550
3938.224729,-9992.780217,148.041188,-536.266849
3938.225059,-10066.800811,518.144159,-1149.143247
3938.225389,-10288.862594,666.185348,0.000000
3938.225719,-10066.800811,-370.102971,459.657299
3938.226049,-9622.677246,-296.082377,1072.533697
3938.226379,-9178.553681,-888.247130,1685.410096
3938.226709,-9548.656652,-1110.308913,1915.238745
3938.227039,-8660.409521,-1332.370696,3524.039291
3938.227369,-10807.006753,-1554.432478,2374.896044
3938.227699,-9474.636058,-666.185348,76.609550
3938.228029,-8734.430116,-370.102971,-842.705048
3938.228359,-10510.924376,-592.164754,-995.924147
3938.228689,-10362.883188,-370.102971,-536.266849
3938.229019,-10881.027347,0.000000,842.705048
3938.229349,-10510.924376,-296.082377,1455.581446
3938.229679,-10214.842000,-370.102971,612.876398
3938.230009,-9548.656652,-1036.288319,-1149.143247
3938.230339,-9400.615463,-1702.473667,-919.314598
3938.230669,-9622.677246,-1628.453072,76.609550
3938.230999,-9622.677246,-1998.556043,1838.629195
3938.231329,-9400.615463,-2072.576638,2145.067394
3938.231660,-9770.718434,-1998.556043,2451.505594
3938.231990,-10436.903782,-1924.535449,1302.362347
3938.232320,-10288.862594,-2368.659014,919.314598
3938.232650,-9992.780217,-1998.556043,1762.019645
3938.232980,-10214.842000,-1850.514855,1685.410096
3938.233310,-10732.986159,-1406.391290,1838.629195
3938.233640,-10732.986159,-1110.308913,689.485948
3938.233970,-9918.759623,-1406.391290,-1072.533697
3938.234300,-9622.677246,-1406.391290,-1608.800546
3938.234630,-9548.656652,-1998.556043,-1532.190996
3938.234960,-9622.677246,-2220.617826,76.609550
3938.235290,-8586.388927,-2442.679609,1149.143247
3938.235620,-8290.306550,-2738.761985,1762.019645
3938.235950,-8290.306550,-2812.782580,1762.019645
3938.236280,-8956.491898,-2738.761985,919.314598
3938.236610,-9918.759623,-1850.514855,459.657299
3938.236940,-9918.759623,-1480.411884,1532.190996
3938.237270,-10066.800811,-888.247130,1838.629195
3938.237600,-10066.800811,-444.123565,1762.019645
3938.237930,-10214.842000,0.000000,76.609550
3938.238260,-11029.068536,0.000000,-689.485948
3938.238590,-10436.903782,-74.020594,-1838.629195
3938.238920,-8956.491898,-740.205942,-1915.238745
3938.239250,-8512.368333,-518.144159,-1915.238745
3938.239580,-8364.327145,-814.226536,-153.219100
3938.239909,-9326.594869,-518.144159,459.657299
3938.240239,-9326.594869,-222.061783,612.876398
3938.240569,-8956.491898,0.000000,612.876398
3938.240899,-10140.821405,592.164754,1302.362347
3938.241229,-11325.150913,814.226536,1532.190996
3938.241559,-11843.295072,1332.370696,1685.410096
3938.241889,-10807.006753,1480.411884,1149.143247
3938.242219,-10066.800811,1628.453072,153.219100
3938.242549,-10658.965565,1628.453072,76.609550
3938.242879,-10288.862594,1628.453072,-766.095498
3938.243209,-9474.636058,1406.391290,-842.705048
3938.243539,-8734.430116,1480.411884,-1378.971896
3938.243869,-8808.450710,1110.308913,-459.657299
3938.244199,-9326.594869,1406.391290,536.266849
3938.244529,-9104.533087,1258.350101,459.657299
3938.244859,-9400.615463,1332.370696,612.876398
3938.245188,-10288.862594,1628.453072,689.485948
3938.245518,-10658.965565,1850.514855,459.657299
3938.245848,-10658.965565,1998.556043,306.438199
3938.246178,-10140.821405,2220.617826,1072.533697
3938.246508,-10732.986159,2738.761985,1225.752797
3938.246838,-10436.903782,2516.700203,1149.143247
3938.247168,-9770.718434,1998.556043,-229.828649
3938.247498,-9104.533087,1776.494261,-1991.848295
3938.247828,-8512.368333,1776.494261,-2604.724693
3938.248158,-8216.285956,1480.411884,-1838.629195
3938.248488,-8364.327145,1110.308913,-1302.362347
3938.248818,-8882.471304,1332.370696,-612.876398
3938.249148,-9104.533087,1406.391290,-229.828649
3938.249478,-9548.656652,1258.350101,-459.657299
3938.249808,-10362.883188,1628.453072,-383.047749
3938.250138,-10658.965565,1406.391290,459.657299
3938.250468,-11103.089130,1628.453072,1149.143247
3938.250797,-10658.965565,1628.453072,1072.533697
3938.251127,-10066.800811,1184.329507,76.609550
3938.251457,-10066.800811,1036.288319,-995.924147
3938.251787,-9918.759623,888.247130,-1991.848295
3938.252117,-9474.636058,814.226536,-1149.143247
3938.252447,-9030.512492,296.082377,-1455.581446
3938.252777,-8808.450710,0.000000,-689.485948
3938.253107,-8882.471304,-444.123565,-459.657299
