#time,accel_x,accel_y,accel_z
4005.819563,-9326.594869,-1554.432478,2604.724693
4005.819893,-9696.697840,-888.247130,2911.162892
4005.820223,-9696.697840,-444.123565,2528.115143
4005.820552,-10140.821405,74.020594,2068.457845
4005.820882,-10362.883188,888.247130,1991.848295
4005.821211,-10362.883188,518.144159,2145.067394
4005.821541,-9770.718434,518.144159,1608.800546
4005.821870,-8956.491898,296.082377,919.314598
4005.822200,-8438.347739,148.041188,229.828649
4005.822530,-8734.430116,0.000000,536.266849
4005.822859,-9326.594869,0.000000,0.000000
4005.823189,-9844.739029,222.061783,-306.438199
4005.823518,-10214.842000,296.082377,612.876398
4005.823848,-10658.965565,518.144159,919.314598
4005.824178,-10510.924376,0.000000,2068.457845
4005.824507,-10436.903782,0.000000,1915.238745
4005.824837,-10362.883188,-148.041188,2145.067394
4005.825166,-10066.800811,0.000000,1685.410096
4005.825496,-9844.739029,-370.102971,2604.724693
4005.825825,-10362.883188,-74.020594,3677.258390
4005.826155,-9992.780217,74.020594,3217.601092
4005.826485,-9474.636058,222.061783,1991.848295
4005.826814,-10214.842000,0.000000,1762.019645
4005.827144,-10658.965565,-370.102971,1685.410096
4005.827473,-10510.924376,-74.020594,1302.362347
4005.827803,-9622.677246,-888.247130,459.657299
4005.828132,-9400.615463,-888.247130,842.705048
4005.828462,-9548.656652,-1628.453072,1838.629195
4005.828792,-8364.327145,-2072.576638,4060.306139
4005.829121,-10066.800811,-1258.350101,3983.696590
4005.829451,-9326.594869,-1554.432478,4519.963438
4005.829780,-8216.285956,-2220.617826,4136.915689
4005.830110,-9252.574275,-2368.659014,3217.601092
4005.830439,-10362.883188,-2146.597232,3524.039291
4005.830769,-9918.759623,-1998.556043,2911.162892
4005.831099,-10140.821405,-1924.535449,1685.410096
4005.831428,-9770.718434,-1776.494261,1225.752797
4005.831758,-9474.636058,-2146.597232,1838.629195
4005.832087,-9770.718434,-1924.535449,2987.772442
4005.832417,-10362.883188,-2368.659014,3907.087040
4005.832747,-10584.944971,-2368.659014,3983.696590
4005.833076,-9770.718434,-2442.679609,2604.724693
