#time,accel_x,accel_y,accel_z
4051.106534,-10807.006753,222.061783,766.095498
4051.106864,-11029.068536,-370.102971,229.828649
4051.107194,-9770.718434,-1184.329507,1225.752797
4051.107524,-8586.388927,-1924.535449,2604.724693
4051.107853,-7772.162391,-1702.473667,3294.210641
4051.108183,-8068.244768,-1628.453072,2834.553343
4051.108513,-8586.388927,-1628.453072,1455.581446
4051.108843,-9252.574275,-370.102971,459.657299
4051.109173,-10436.903782,296.082377,995.924147
4051.109502,-11103.089130,666.185348,1455.581446
4051.109832,-10362.883188,1184.329507,1685.410096
4051.110162,-9992.780217,814.226536,766.095498
4051.110492,-9548.656652,-296.082377,842.705048
4051.110822,-11473.192101,-74.020594,1149.143247
4051.111151,-11029.068536,-592.164754,2374.896044
4051.111481,-9548.656652,-740.205942,2298.286494
4051.111811,-8512.368333,-740.205942,1455.581446
4051.112141,-8438.347739,-518.144159,689.485948
4051.112471,-9548.656652,0.000000,689.485948
4051.112800,-10288.862594,0.000000,1225.752797
4051.113130,-10288.862594,296.082377,1838.629195
4051.113460,-10066.800811,74.020594,2528.115143
4051.113790,-10658.965565,-592.164754,2911.162892
4051.114120,-10955.047942,-1406.391290,3370.820191
4051.114449,-10732.986159,-2220.617826,3370.820191
4051.114779,-9918.759623,-2590.720797,3217.601092
4051.115109,-10066.800811,-2664.741391,4136.915689
4051.115439,-9770.718434,-2368.659014,4443.353888
4051.115769,-9548.656652,-2220.617826,4060.306139
4051.116098,-9696.697840,-1258.350101,2604.724693
4051.116428,-9844.739029,-1406.391290,153.219100
4051.116758,-10066.800811,-1258.350101,-306.438199
4051.117088,-8586.388927,-1776.494261,2298.286494
4051.117418,-9844.739029,-2220.617826,3064.381992
4051.117747,-9326.594869,-2812.782580,4290.134789
4051.118077,-7920.203579,-4737.318029,3983.696590
4051.118407,-9400.615463,-5625.565159,3217.601092
4051.118737,-9030.512492,-5551.544565,3753.867940
4051.119067,-9030.512492,-5329.482782,3907.087040
4051.119396,-8882.471304,-3997.112087,4596.572988
4051.119726,-8956.491898,-3034.844362,3907.087040
4051.120056,-9696.697840,-2516.700203,2757.943793
4051.120386,-10807.006753,-1998.556043,995.924147
4051.120716,-11473.192101,-2220.617826,306.438199
4051.121045,-11621.233289,-2442.679609,766.095498
4051.121375,-9992.780217,-3330.926739,1378.971896
4051.121705,-9548.656652,-4737.318029,2681.334243
4051.122035,-9104.533087,-5255.462188,3677.258390
4051.122365,-9474.636058,-5995.668130,4596.572988
4051.122694,-9400.615463,-5329.482782,4519.963438
4051.123024,-9030.512492,-4959.379811,3753.867940
4051.123354,-9696.697840,-4515.256246,4903.011187
4051.123684,-11029.068536,-3330.926739,4979.620737
4051.124014,-11843.295072,-2442.679609,4749.792088
4051.124343,-11399.171507,-2368.659014,3217.601092
4051.124673,-10140.821405,-2960.823768,229.828649
4051.125003,-9622.677246,-3108.864956,-766.095498
4051.125333,-9548.656652,-3701.029710,0.000000
4051.125663,-9326.594869,-4145.153275,1762.019645
4051.125992,-8808.450710,-4663.297435,2604.724693
4051.126322,-8142.265362,-4811.338623,3983.696590
4051.126652,-8734.430116,-4885.359217,3524.039291
4051.126982,-9474.636058,-4145.153275,3753.867940
4051.127312,-9770.718434,-3775.050304,3294.210641
4051.127641,-9474.636058,-2664.741391,3370.820191
4051.127971,-9844.739029,-1776.494261,3140.991542
4051.128301,-10510.924376,-666.185348,3294.210641
4051.128631,-10658.965565,-592.164754,2987.772442
4051.128961,-10288.862594,-1184.329507,1378.971896
4051.129290,-10214.842000,-1406.391290,459.657299
4051.129620,-9622.677246,-1924.535449,-229.828649
4051.129950,-8882.471304,-2442.679609,153.219100
4051.130280,-8290.306550,-2072.576638,1302.362347
4051.130610,-7698.141797,-2146.597232,1685.410096
4051.130940,-8882.471304,-1480.411884,2221.676944
4051.131269,-9770.718434,-740.205942,2221.676944
4051.131599,-10955.047942,370.102971,2298.286494
4051.131929,-11177.109724,1036.288319,1991.848295
4051.132259,-11843.295072,1184.329507,1915.238745
4051.132589,-11843.295072,1406.391290,1225.752797
4051.132918,-11177.109724,1036.288319,1149.143247
4051.133248,-10732.986159,222.061783,1915.238745
4051.133578,-9918.759623,0.000000,1455.581446
4051.133908,-8438.347739,-148.041188,0.000000
4051.134238,-7846.182985,-518.144159,-1455.581446
4051.134567,-8660.409521,74.020594,-1915.238745
4051.134897,-8956.491898,592.164754,0.000000
4051.135227,-8808.450710,74.020594,1302.362347
4051.135557,-8808.450710,740.205942,2145.067394
4051.135887,-9844.739029,1628.453072,1762.019645
4051.136217,-11103.089130,1776.494261,1532.190996
4051.136546,-11843.295072,1628.453072,919.314598
4051.136876,-11843.295072,1480.411884,536.266849
4051.137206,-11843.295072,814.226536,1455.581446
4051.137536,-10881.027347,444.123565,1149.143247
4051.137866,-9400.615463,0.000000,76.609550
4051.138195,-7328.038826,74.020594,-2221.676944
4051.138525,-6439.791695,74.020594,-3600.648841
4051.138855,-7846.182985,888.247130,-2911.162892
4051.139185,-8586.388927,1110.308913,-1149.143247
4051.139515,-10510.924376,1924.535449,383.047749
4051.139845,-10807.006753,1628.453072,229.828649
4051.140174,-10955.047942,962.267725,-153.219100
4051.140504,-11473.192101,296.082377,-766.095498
4051.140834,-10510.924376,0.000000,842.705048
4051.141164,-10510.924376,-518.144159,2757.943793
4051.141494,-9770.718434,-74.020594,2987.772442
4051.141823,-8882.471304,-296.082377,2068.457845
4051.142153,-8068.244768,296.082377,0.000000
4051.142483,-8586.388927,148.041188,-1685.410096
4051.142813,-9844.739029,666.185348,-1532.190996
4051.143143,-10658.965565,1036.288319,-536.266849
4051.143472,-9770.718434,666.185348,0.000000
4051.143802,-9252.574275,370.102971,-536.266849
4051.144132,-9992.780217,-148.041188,-536.266849
4051.144462,-10807.006753,0.000000,-766.095498
4051.144792,-11547.212695,-666.185348,0.000000
4051.145122,-10066.800811,-740.205942,1302.362347
4051.145451,-8734.430116,-814.226536,1608.800546
4051.145781,-8216.285956,-814.226536,1608.800546
4051.146111,-9178.553681,-296.082377,842.705048
4051.146441,-9844.739029,0.000000,0.000000
4051.146771,-10362.883188,-222.061783,-766.095498
4051.147100,-10584.944971,-148.041188,0.000000
4051.147430,-9326.594869,-518.144159,-306.438199
4051.147760,-9474.636058,-518.144159,76.609550
4051.148090,-10140.821405,-1184.329507,536.266849
4051.148420,-9696.697840,-1480.411884,383.047749
4051.148750,-9400.615463,-1480.411884,0.000000
4051.149079,-8660.409521,-1406.391290,995.924147
4051.149409,-8734.430116,-1480.411884,1608.800546
4051.149739,-9844.739029,-592.164754,1838.629195
4051.150069,-10214.842000,0.000000,842.705048
4051.150399,-10362.883188,74.020594,0.000000
4051.150728,-10955.047942,74.020594,-76.609550
4051.151058,-9992.780217,0.000000,153.219100
4051.151388,-9992.780217,-148.041188,689.485948
4051.151718,-10140.821405,-592.164754,995.924147
4051.152048,-10288.862594,-592.164754,842.705048
4051.152377,-9918.759623,-888.247130,766.095498
4051.152707,-9178.553681,-888.247130,-229.828649
4051.153037,-8882.471304,-814.226536,153.219100
4051.153367,-9622.677246,-74.020594,1072.533697
4051.153697,-10288.862594,370.102971,536.266849
4051.154027,-10288.862594,814.226536,689.485948
4051.154356,-10214.842000,1036.288319,766.095498
4051.154686,-10214.842000,592.164754,306.438199
4051.155016,-10214.842000,148.041188,612.876398
4051.155346,-10288.862594,0.000000,1072.533697
4051.155676,-9548.656652,-740.205942,1378.971896
4051.156005,-9104.533087,-444.123565,919.314598
4051.156335,-8808.450710,-666.185348,0.000000
4051.156665,-8290.306550,-148.041188,-153.219100
4051.156995,-8586.388927,222.061783,0.000000
4051.157325,-9474.636058,888.247130,-229.828649
4051.157655,-10510.924376,1036.288319,229.828649
4051.157984,-10732.986159,1554.432478,689.485948
4051.158314,-10140.821405,1110.308913,153.219100
