#time,accel_x,accel_y,accel_z
3711.902551,-9474.636058,-2368.659014,-2911.162892
3711.902881,-7698.141797,-3034.844362,-4366.744339
3711.903211,-7772.162391,-2664.741391,-2528.115143
3711.903541,-9474.636058,-2072.576638,-919.314598
3711.903870,-10955.047942,-962.267725,-536.266849
3711.904200,-9548.656652,-370.102971,-2068.457845
3711.904530,-8808.450710,-962.267725,-3064.381992
3711.904860,-9178.553681,-296.082377,-1991.848295
3711.905190,-11177.109724,0.000000,-842.705048
3711.905520,-10881.027347,-222.061783,-995.924147
3711.905849,-10436.903782,-296.082377,-766.095498
3711.906179,-9770.718434,-592.164754,-1762.019645
3711.906509,-10214.842000,-888.247130,-1225.752797
3711.906839,-10214.842000,-740.205942,-689.485948
3711.907169,-8882.471304,-74.020594,-229.828649
3711.907498,-8586.388927,0.000000,-689.485948
3711.907828,-9474.636058,518.144159,-1225.752797
3711.908158,-10584.944971,814.226536,-1302.362347
3711.908488,-10436.903782,1406.391290,-1991.848295
3711.908818,-10214.842000,962.267725,-2451.505594
3711.909148,-10362.883188,296.082377,-2374.896044
3711.909477,-10288.862594,0.000000,-1838.629195
3711.909807,-10066.800811,-370.102971,-1608.800546
3711.910137,-8882.471304,-1258.350101,-1991.848295
3711.910467,-8956.491898,-1110.308913,-1532.190996
3711.910797,-8438.347739,-1924.535449,-1608.800546
3711.911127,-9178.553681,-1036.288319,0.000000
3711.911456,-8216.285956,1036.288319,995.924147
3711.911786,-9770.718434,1036.288319,-536.266849
3711.912116,-11695.253884,1110.308913,-1302.362347
3711.912446,-10436.903782,518.144159,-1072.533697
3711.912776,-11029.068536,592.164754,-2145.067394
3711.913105,-11843.295072,-888.247130,-3217.601092
3711.913435,-11177.109724,-1924.535449,-3600.648841
3711.913765,-8660.409521,-2368.659014,-2911.162892
3711.914095,-6661.853478,-3256.906145,-1762.019645
3711.914425,-7328.038826,-3108.864956,0.000000
3711.914755,-8364.327145,-1702.473667,0.000000
3711.915084,-9770.718434,-962.267725,-1225.752797
3711.915414,-10955.047942,0.000000,-2834.553343
3711.915744,-12213.398043,-370.102971,-3600.648841
3711.916074,-12879.583391,-1480.411884,-4443.353888
3711.916404,-12435.459826,-3404.947333,-4903.011187
3711.916734,-10658.965565,-5255.462188,-4213.525239
3711.917063,-8142.265362,-5551.544565,-3064.381992
3711.917393,-7254.018232,-5995.668130,-2068.457845
3711.917723,-6735.874072,-5477.523971,-1149.143247
3711.918053,-7254.018232,-4737.318029,-1302.362347
