#time,accel_x,accel_y,accel_z
4081.767503,-11399.171507,-666.185348,1149.143247
4081.767833,-9992.780217,-1554.432478,1302.362347
4081.768163,-7846.182985,-2960.823768,1762.019645
4081.768493,-7105.977043,-2886.803174,1608.800546
4081.768823,-7624.121203,-2072.576638,2451.505594
4081.769153,-8956.491898,-1702.473667,2145.067394
4081.769483,-10288.862594,-444.123565,1685.410096
4081.769813,-11325.150913,0.000000,1378.971896
4081.770143,-11547.212695,814.226536,1991.848295
4081.770473,-11177.109724,518.144159,2298.286494
4081.770803,-10066.800811,0.000000,2145.067394
4081.771133,-9474.636058,-296.082377,1072.533697
4081.771463,-9104.533087,-814.226536,842.705048
4081.771793,-8734.430116,-962.267725,612.876398
4081.772123,-9326.594869,-888.247130,1225.752797
4081.772453,-9770.718434,-370.102971,1378.971896
4081.772783,-9770.718434,-148.041188,1378.971896
4081.773113,-10066.800811,222.061783,689.485948
4081.773443,-10288.862594,148.041188,995.924147
4081.773774,-10436.903782,296.082377,1225.752797
4081.774104,-10362.883188,0.000000,2145.067394
4081.774434,-10732.986159,-222.061783,2681.334243
4081.774764,-11029.068536,-666.185348,3370.820191
4081.775094,-10807.006753,-1184.329507,3677.258390
4081.775424,-10584.944971,-1776.494261,2834.553343
4081.775754,-9622.677246,-2516.700203,2757.943793
4081.776084,-9474.636058,-2442.679609,3140.991542
4081.776414,-8882.471304,-2516.700203,3600.648841
4081.776744,-8956.491898,-1998.556043,3753.867940
4081.777074,-8808.450710,-1776.494261,2451.505594
4081.777404,-9474.636058,-1480.411884,1685.410096
4081.777734,-10807.006753,-1184.329507,766.095498
4081.778064,-11843.295072,-1110.308913,306.438199
4081.778394,-8290.306550,-962.267725,2374.896044
4081.778724,-8808.450710,-2664.741391,4290.134789
4081.779054,-8438.347739,-3923.091493,4903.011187
4081.779384,-8512.368333,-5107.421000,5515.887586
4081.779714,-9548.656652,-5403.503377,4596.572988
4081.780044,-8586.388927,-4885.359217,3294.210641
4081.780374,-8956.491898,-3849.070898,2528.115143
4081.780704,-8882.471304,-2886.803174,1608.800546
4081.781034,-9622.677246,-2368.659014,1455.581446
4081.781364,-10362.883188,-2072.576638,1685.410096
4081.781694,-11473.192101,-1776.494261,2145.067394
4081.782024,-11473.192101,-2442.679609,2451.505594
4081.782354,-10066.800811,-3923.091493,1915.238745
4081.782684,-9474.636058,-5625.565159,2451.505594
4081.783014,-9474.636058,-5995.668130,4213.525239
4081.783344,-9918.759623,-6143.709319,5362.668486
4081.783674,-9770.718434,-5329.482782,5592.497135
4081.784005,-9030.512492,-4515.256246,4519.963438
4081.784335,-9548.656652,-2960.823768,2451.505594
4081.784665,-11325.150913,-1998.556043,1608.800546
4081.784995,-12213.398043,-1406.391290,1685.410096
4081.785325,-12213.398043,-1480.411884,2451.505594
4081.785655,-10436.903782,-3108.864956,1915.238745
4081.785985,-9622.677246,-4441.235652,1532.190996
4081.786315,-9548.656652,-5329.482782,2681.334243
4081.786645,-9770.718434,-5699.585753,3907.087040
4081.786975,-9474.636058,-5181.441594,3830.477490
4081.787305,-8216.285956,-4811.338623,3294.210641
4081.787635,-8290.306550,-4515.256246,3677.258390
4081.787965,-9252.574275,-3108.864956,3983.696590
4081.788295,-10658.965565,-2072.576638,3677.258390
4081.788625,-11103.089130,-1258.350101,3140.991542
